-4.007849246364109774e+01,-7.591683539875708675e+01
-3.749369677924077848e+01,-7.273959778384369201e+01
-4.079820841476686155e+01,-7.722077641506274404e+01
-4.176919670555651010e+01,-7.912888256455721603e+01
-4.135351278987918988e+01,-7.605514658146762486e+01
-4.330974165315394941e+01,-7.656227808697417458e+01
-4.563791227087111224e+01,-8.229199283975503931e+01
-4.127481238702580413e+01,-7.515984868340933645e+01
-4.183789948204319842e+01,-7.416418190995534587e+01
-4.375305754465881591e+01,-8.755012498708009616e+01
-4.158425266877696913e+01,-1.029942304605797290e+02
-3.965417453726990971e+01,-9.167984955677439984e+01
-3.757965629607039659e+01,-7.858025303174684950e+01
-3.497836912511758101e+01,-7.389433719300075154e+01
-4.047445941359403321e+01,-8.621638789481130516e+01
-4.579618229703528698e+01,-1.038309843755213819e+02
-4.836941086603723505e+01,-1.068779794502860909e+02
-4.844843536551110219e+01,-9.705501792382062831e+01
-4.223111640401577915e+01,-9.091576473352074572e+01
-3.879482867202413843e+01,-9.207135849607266209e+01
-4.304441066045025366e+01,-1.221360257940625047e+02
-3.587072937974726017e+01,-1.998916037426727712e+02
-2.956649741067792547e+00,-2.400537018346744844e+02
1.136893623877662662e+01,-2.540630338445190546e+02
8.861005636030995447e+00,-2.272524238164663757e+02
1.049674543242346658e+00,-2.051008718915606437e+02
-9.146608948062592503e+00,-1.944842940127911675e+02
-1.547614369621103947e+01,-1.746228046586238634e+02
-2.195492769803870203e+01,-1.656264034768865940e+02
-2.547499191539546359e+01,-1.456593907980957283e+02
-3.171941109593129227e+01,-1.400803094583584425e+02
-3.216170963491403256e+01,-1.236284579077004651e+02
-2.794387701762654785e+01,-9.405548929421058801e+01
-2.459984504320645726e+01,-6.572786367956945242e+01
-2.358650399188709912e+01,-5.306363871605793747e+01
-2.718454559495049239e+01,-5.571932228035973367e+01
-2.823438603203835839e+01,-6.825483379022273311e+01
-2.031229550809501916e+01,-7.748542749485994818e+01
-1.933629272919353070e+01,-1.370181673404476896e+02
-4.986012553062536767e+00,-1.615167596393401368e+02
7.671139932392605942e+00,-1.697943551226396153e+02
2.050152402758033077e+01,-2.030353749132682424e+02
2.371171038240331086e+01,-2.194739400391407003e+02
2.660590698041440305e+01,-2.178095731065872087e+02
4.199387946808636229e+01,-2.096186526988465175e+02
7.030193915843153718e+01,-2.179380675718531961e+02
8.227206959826915522e+01,-2.212827965971508775e+02
5.661794118515470586e+01,-1.915616748238657578e+02
4.023388820956088807e+01,-1.784527393527875461e+02
3.337301856157154134e+01,-1.804938108148135143e+02
2.840689467649116295e+01,-1.756043849237959762e+02
2.338698906732133764e+01,-1.599432668701542184e+02
1.876817698036194315e+01,-1.480079642694079212e+02
1.449229453416468516e+01,-1.368037281879459783e+02
7.796996523453998407e+00,-1.233698314945017387e+02
4.502529456978123790e-01,-1.082400080464199732e+02
-2.699624285491879050e+00,-1.027823849080064065e+02
-6.635015020636558347e+00,-9.301929884387777747e+01
-1.851544261985924322e+01,-1.084656448864153049e+02
-3.125961107159623964e+01,-9.753384315556110096e+01
-5.019293226872063940e+01,-7.067903254968820193e+01
-5.149593939749441063e+01,-4.416243425676015022e+01
-4.252823927679868632e+01,-4.484652943640770673e+01
-3.190616761284921665e+01,-7.340065085019858770e+01
-2.416462961331069437e+01,-1.273980902146305993e+02
-2.028765815397221672e+01,-1.458866308187155596e+02
-2.324043462757857981e+01,-1.618872474282522376e+02
-3.422054300993104903e+01,-1.617296810305332428e+02
-5.422188227396237181e+01,-1.691581136311272644e+02
-5.311333679295665178e+01,-1.007958407472751787e+02
-4.570909060325769246e+01,-8.174947201953983722e+01
-4.107927458452546432e+01,-9.657831665273363342e+01
-3.077153435657025682e+01,-1.625661725273343450e+02
-2.044269429448753783e+01,-2.102585376514010136e+02
-1.244784611746466396e+01,-2.003245898954619406e+02
-9.273701763380842067e+00,-1.882949730439322025e+02
-4.477637231923125682e+00,-1.867331866203283539e+02
2.458048500107466339e+00,-2.015470723500709482e+02
5.262728645828275376e+00,-1.953551909753909399e+02
6.264870131282918919e+00,-1.988104779773814812e+02
8.863960563924379699e+00,-2.099559028707556081e+02
8.686498375704289288e+00,-2.061102004712016083e+02
1.015242908999047700e+01,-2.228953864531509907e+02
9.054528221762907947e+00,-2.258758679099795472e+02
7.738920649565869780e+00,-2.264227290303063000e+02
6.678651832665806864e+00,-2.222341919609170304e+02
4.587303654033277667e+00,-2.102156217809095438e+02
2.016389796866334905e+00,-1.873658482680457382e+02
-1.653036575565920430e-01,-1.693907247289875500e+02
-2.719172429839062488e+00,-1.631541263435627229e+02
-5.126655480535944776e+00,-1.603006975822848972e+02
-5.745269043947303089e+00,-1.566993596120507846e+02
-6.205625842160443995e+00,-1.514129481540244342e+02
-1.080045010108760550e+01,-1.390954344102906362e+02
-1.531919612629768324e+01,-1.336004294820965015e+02
-1.642716653047946807e+01,-1.270174426193229351e+02
-1.765943834008044178e+01,-1.221504077596592310e+02
-1.922267201688515570e+01,-1.242720402507329709e+02
-2.066264005509751200e+01,-1.180376631066243931e+02
-2.178926463620426546e+01,-1.093088890095001489e+02
-2.500988071512531974e+01,-1.040148711803327046e+02
